Neighborhood,Description,Price,Total Area,Covered Area,Total Rooms,Bathrooms
Recoleta,"Departamento monoambiente en venta en Agüero 2100, Recoleta, Capital Federal",85000.0,33.0,31.0,1.0,1.0
Recoleta,"Departamento en venta en Doctor Tomás Manuel De Anchorena 1100, Recoleta, Capital Federal",280000.0,87.0,79.0,4.0,2.0
Recoleta,"Departamento en venta en Uriburu 1400, Recoleta, Capital Federal",220000.0,73.0,70.0,3.0,1.0
Recoleta,"Departamento en venta en Avenida Santa Fe 2300, Recoleta, Capital Federal",95000.0,38.91,33.85,2.0,1.0
Recoleta,"Departamento en venta en José León Pagano 2600, Recoleta, Capital Federal",193000.0,107.4,67.4,3.0,1.0
Recoleta,"Departamento en venta en Austria 1800, Recoleta, Capital Federal",160000.0,71.8,64.0,3.0,1.0
Recoleta,"Departamento penthouse en venta en Presidente Manuel Quintana 300, Recoleta, Capital Federal",800000.0,257.0,257.0,5.0,3.0
Recoleta,"Departamento en venta en Viamonte 1800, Recoleta, Capital Federal",80000.0,53.12,53.12,2.0,1.0
Recoleta,"Departamento en venta en Vicente López 2200, Recoleta, Capital Federal",220000.0,86.0,80.0,3.0,1.0
Recoleta,"Departamento piso en venta en Avenida Callao 1400, Recoleta, Capital Federal",299000.0,163.85,156.49,5.0,2.0
Recoleta,"Departamento en venta en Peña 2700, Recoleta, Capital Federal",275000.0,108.88,100.08,3.0,2.0
Recoleta,"Departamento en venta en Avenida Pueyrredón 1300, Recoleta, Capital Federal",219000.0,114.0,102.0,4.0,3.0
Recoleta,"Departamento piso en venta en Avenida Alvear 1900, Recoleta, Capital Federal",1000000.0,275.49,256.79,5.0,4.0
Recoleta,"Cochera en venta en Avenida Santa Fe 2700, Recoleta, Capital Federal",12000.0,11.82,11.82,,
Recoleta,"Oficina en venta en French 2800, Recoleta, Capital Federal",240000.0,160.0,134.0,,2.0
Recoleta,"Departamento en venta en Juncal 1700, Recoleta, Capital Federal",278000.0,135.0,130.0,4.0,2.0
Recoleta,"Cochera en venta en Guido 2300, Recoleta, Capital Federal",11000.0,13.45,13.45,,
Recoleta,"Departamento en venta en Ayacucho 1000, Recoleta, Capital Federal",350000.0,167.0,167.0,4.0,2.0
Recoleta,"Oficina en venta en Vicente López 1600, Recoleta, Capital Federal",149000.0,75.0,75.0,3.0,1.0
Recoleta,"Departamento en venta en Vicente López 1600, Recoleta, Capital Federal",149000.0,75.0,75.0,3.0,1.0
Recoleta,"Departamento en venta en Arenales 2300, Recoleta, Capital Federal",88000.0,45.0,45.0,2.0,1.0
Recoleta,"Departamento semipiso en venta en Arenales 2900, Recoleta, Capital Federal",165000.0,55.0,55.0,3.0,1.0
Recoleta,"Departamento piso en venta en Marcelo Torcuato De Alvear 1600, Recoleta, Capital Federal",460000.0,274.0,262.0,5.0,2.0
Recoleta,"Departamento en venta en Avenida Cordoba 1400, Recoleta, Capital Federal",94900.0,67.0,67.0,3.0,1.0
Recoleta,"Departamento en venta en Ayacucho 1200, Recoleta, Capital Federal",199000.0,108.0,108.0,4.0,1.0
Recoleta,"Departamento en venta en Presidente José Evaristo Uriburu 1500, Recoleta, Capital Federal",70000.0,32.57,29.83,1.0,1.0
Recoleta,"PH en venta en Larrea 1300, Recoleta, Capital Federal",285000.0,145.0,120.0,4.0,2.0
Recoleta,"Departamento en venta en Juncal 1200, Recoleta, Capital Federal",,54.0,32.0,2.0,1.0
Recoleta,"Departamento en venta en Juncal 1200, Recoleta, Capital Federal",120500.0,34.0,29.0,1.0,1.0
Recoleta,"Departamento en venta en Juncal 1200, Recoleta, Capital Federal",130500.0,37.0,34.0,1.0,1.0
Recoleta,"Departamento en venta en Avenida Santa Fe 2100, Recoleta, Capital Federal",329000.0,150.0,150.0,4.0,2.0
Recoleta,"Departamento en venta en Ayacucho 1100, Recoleta, Capital Federal",190000.0,110.65,106.5,4.0,2.0
Recoleta,"Departamento en venta en Ayacucho 1300, Recoleta, Capital Federal",169000.0,77.0,72.0,3.0,1.0
Recoleta,"Departamento en venta en Avenida Santa Fe 1900, Recoleta, Capital Federal",165000.0,96.72,85.72,4.0,2.0
Recoleta,"Departamento semipiso en venta en Avenida Pueyrredón 2200, Recoleta, Capital Federal",290000.0,148.17,144.45,5.0,3.0
Recoleta,"Departamento en venta en Marcelo Torcuato De Alvear 1600, Recoleta, Capital Federal",280000.0,127.89,127.89,4.0,2.0
Recoleta,"Departamento en venta en Billinghurst 1800, Recoleta, Capital Federal",109000.0,70.0,70.0,3.0,1.0
Recoleta,"Departamento en venta en Austria 2400, Recoleta, Capital Federal",169900.0,48.0,42.0,2.0,1.0
Recoleta,"Departamento en venta en Paraguay 1900, Recoleta, Capital Federal",270000.0,174.0,158.0,4.0,2.0
Recoleta,"Departamento en venta en Avenida Presidente Quintana 400, Recoleta, Capital Federal",360000.0,106.0,106.0,4.0,2.0
Recoleta,"Departamento en venta en Junín 1300, Recoleta, Capital Federal",90000.0,43.61,41.45,2.0,1.0
Recoleta,"Departamento en venta en Libertad 1600, Recoleta, Capital Federal",240000.0,99.0,99.0,4.0,2.0
Recoleta,"Departamento en venta en General Las Heras 2000, Recoleta, Capital Federal",319900.0,149.72,142.46,5.0,2.0
Recoleta,"Oficina en venta en Riobamba 1200, Recoleta, Capital Federal",598000.0,242.0,242.0,,4.0
Recoleta,"Departamento en venta en Peña 3100, Recoleta, Capital Federal",175000.0,88.5,76.62,3.0,1.0
Recoleta,"Departamento en venta en José Andrés Pacheco De Melo 2700, Recoleta, Capital Federal",150000.0,86.58,79.82,3.0,2.0
Recoleta,"Departamento en venta en Billinghurst 1200, Recoleta, Capital Federal",99990.0,64.0,64.0,3.0,1.0
Recoleta,"Departamento en venta en Avenida General Las Heras 1600, Recoleta, Capital Federal",549000.0,230.0,230.0,4.0,2.0
Recoleta,"Departamento en venta en Austria 1900, Recoleta, Capital Federal",195000.0,94.22,82.23,4.0,2.0
Recoleta,"Departamento semipiso en venta en Paraguay 2400, Recoleta, Capital Federal",245000.0,148.93,143.57,4.0,3.0
Recoleta,"Local en venta en Avenida Santa Fe 2500, Recoleta, Capital Federal",15000.0,12.0,12.0,,5.0
Recoleta,"Departamento en venta en Arenales 2800, Recoleta, Capital Federal",119000.0,80.11,65.15,3.0,1.0
Recoleta,"Departamento en venta en Presidente Manuel Quintana-recoleta 100, Recoleta, Capital Federal",750000.0,222.0,222.0,5.0,2.0
Recoleta,"Departamento semipiso en venta en Galileo 2400, Recoleta, Capital Federal",365000.0,131.0,118.0,4.0,2.0
Recoleta,"Departamento semipiso en venta en General Las Heras 2300, Recoleta, Capital Federal",400000.0,149.34,139.1,5.0,2.0
Recoleta,"Departamento semipiso en venta en Güemes 2900, Recoleta, Capital Federal",190000.0,107.0,99.0,4.0,1.0
Recoleta,"Departamento monoambiente en venta en Ecuador 1600, Recoleta, Capital Federal",60000.0,27.85,25.85,1.0,1.0
Recoleta,"Cochera en venta en Arenales 1800, Recoleta, Capital Federal",9000.0,9.33,9.33,,
Recoleta,"Departamento semipiso en venta en Azcuénaga 1300, Recoleta, Capital Federal",300000.0,146.0,126.0,4.0,3.0
Recoleta,"Departamento piso en venta en Av. Callao 1500, Recoleta, Capital Federal",620000.0,256.0,214.0,4.0,2.0
Recoleta,"Departamento en venta en Paraguay 2600, Recoleta, Capital Federal",150000.0,79.0,77.0,3.0,1.0
Recoleta,"Departamento semipiso en venta en Avenida Córdoba 1400, Recoleta, Capital Federal",154900.0,93.0,91.0,3.0,2.0
Recoleta,"Departamento en venta en Avenida Santa Fé 2000, Recoleta, Capital Federal",185000.0,95.0,85.0,3.0,1.0
Recoleta,"Departamento piso en venta en Peña 3100, Recoleta, Capital Federal",190000.0,77.0,69.3,4.0,1.0
Recoleta,"Departamento en venta en Avenida Santa Fe 3000, Recoleta, Capital Federal",149900.0,107.0,83.0,4.0,1.0
Recoleta,"Cochera en venta en Laprida 1900, Recoleta, Capital Federal",11000.0,13.0,13.0,,
Recoleta,"Departamento en venta en Junín 1300, Recoleta, Capital Federal",64900.0,33.0,33.0,2.0,1.0
Recoleta,"Departamento duplex en venta en Posadas 1300, Recoleta, Capital Federal",760000.0,363.75,218.75,6.0,3.0
Recoleta,"Cochera en venta en Ayacucho 1700, Recoleta, Capital Federal",370000.0,504.0,504.0,,
Recoleta,"Departamento semipiso en venta en Gallo 1600, Recoleta, Capital Federal",194000.0,102.24,102.24,4.0,1.0
Recoleta,"Departamento en venta en Avenida Callao 2000, Recoleta, Capital Federal",378000.0,199.0,185.0,5.0,2.0
Recoleta,"Departamento piso en venta en Avenida Callao 1400, Recoleta, Capital Federal",399000.0,182.12,172.68,4.0,2.0
Recoleta,"Departamento en venta en Agüero 2000, Recoleta, Capital Federal",265000.0,137.85,126.23,4.0,2.0
Recoleta,"Departamento en venta en Larrea 1300, Recoleta, Capital Federal",280000.0,97.62,91.92,4.0,1.0
Recoleta,"Local en venta en Marcelo T. De Alvear 2300, Recoleta, Capital Federal",280000.0,301.49,254.89,,2.0
Recoleta,"Departamento en venta en José A. Cabrera 3400, Recoleta, Capital Federal",93280.0,42.4,37.2,2.0,1.0
Recoleta,"Departamento en venta en José A. Cabrera 3400, Recoleta, Capital Federal",110160.0,45.9,34.8,2.0,1.0
Recoleta,"Departamento en venta en José A. Cabrera 3400, Recoleta, Capital Federal",71165.0,33.1,28.1,1.0,1.0
Recoleta,"Departamento piso en venta en Sánchez De Bustamante 1900, Recoleta, Capital Federal",,115.92,105.44,5.0,2.0
Recoleta,"Departamento en venta en Gallo 1100, Recoleta, Capital Federal",219000.0,91.66,82.72,4.0,2.0
Recoleta,"Departamento monoambiente en venta en Larrea 900, Recoleta, Capital Federal",93000.0,234.22,40.13,1.0,1.0
Recoleta,"Departamento piso en venta en Rodríguez Peña 1300, Recoleta, Capital Federal",390000.0,250.0,240.0,6.0,3.0
Recoleta,"Cochera en venta en Laprida 1100, Recoleta, Capital Federal",20900.0,20.03,20.03,,
Recoleta,"Departamento en venta en Avenida General Las Heras 1700, Recoleta, Capital Federal",799000.0,230.0,215.0,5.0,3.0
Recoleta,"Departamento monoambiente en venta en Laprida 1700, Recoleta, Capital Federal",129900.0,33.0,29.0,1.0,1.0
Recoleta,"Departamento en venta en Paraguay 3200, Recoleta, Capital Federal",99900.0,55.0,45.0,2.0,1.0
Recoleta,"Departamento en venta en Juan María Gutiérrez 2500, Recoleta, Capital Federal",330000.0,117.0,110.0,4.0,2.0
Recoleta,"Departamento piso en venta en Presidente Jose Evaristo Uriburu 1600, Recoleta, Capital Federal",209900.0,128.0,118.0,4.0,2.0
Recoleta,"Oficina en venta en Uruguay 800, Recoleta, Capital Federal",110000.0,100.0,100.0,,2.0
Recoleta,"Consultorio en venta en Marcelo T De Alvear 2400, Recoleta, Capital Federal",169000.0,87.11,84.41,4.0,1.0
Recoleta,"Departamento en venta en Marcelo T De Alvear 2400, Recoleta, Capital Federal",169000.0,87.11,84.41,4.0,1.0
Recoleta,"Departamento en venta en Avenida Las Heras 2400, Recoleta, Capital Federal",299999.0,118.31,104.08,4.0,3.0
Recoleta,"Departamento en venta en Libertad 800, Recoleta, Capital Federal",70000.0,60.0,60.0,2.0,1.0
Recoleta,"Departamento en venta en Av. Del Libertador 1100, Recoleta, Capital Federal",400000.0,237.07,229.0,10.0,2.0
Recoleta,"Departamento en venta en Avenida Santa Fe 2100, Recoleta, Capital Federal",379000.0,157.0,150.0,4.0,2.0
Recoleta,"Departamento en venta en Juncal 2200, Recoleta, Capital Federal",410000.0,120.56,110.25,4.0,2.0
Recoleta,"Departamento en venta en Sanchez De Bustamante 2500, Recoleta, Capital Federal",78900.0,38.5,38.5,2.0,1.0
Recoleta,"Departamento en venta en Montevideo 1100, Recoleta, Capital Federal",70000.0,48.0,37.0,2.0,1.0
Recoleta,"Local en venta en Juncal 2100, Recoleta, Capital Federal",245000.0,100.0,100.0,,2.0
Recoleta,"Departamento en venta en Arenales 900, Recoleta, Capital Federal",219000.0,72.29,70.59,2.0,1.0
Recoleta,"Local en venta en Arenales 1400, Recoleta, Capital Federal",345000.0,107.0,100.0,,1.0
Recoleta,"Departamento piso en venta en Presidente Manuel Quintana 400, Recoleta, Capital Federal",325000.0,125.0,123.0,3.0,2.0
Recoleta,"Departamento en venta en Avenida Cordoba 1800, Recoleta, Capital Federal",166000.0,140.0,53.0,3.0,1.0
Recoleta,"Local en venta en Agüero 1200, Recoleta, Capital Federal",68000.0,26.0,26.0,,1.0
Recoleta,"Departamento en venta en Posadas 1500, Recoleta, Capital Federal",220000.0,80.27,74.65,3.0,1.0
Recoleta,"Oficina en venta en Larrea 900, Recoleta, Capital Federal",138000.0,106.83,53.28,2.0,1.0
Recoleta,"Departamento monoambiente en venta en Larrea 900, Recoleta, Capital Federal",116000.0,231.68,41.02,1.0,1.0
Recoleta,"Departamento en venta en Larrea 900, Recoleta, Capital Federal",138000.0,106.83,53.28,2.0,1.0
Recoleta,"Departamento en venta en Arenales 2200, Recoleta, Capital Federal",365000.0,118.59,111.49,4.0,2.0
Recoleta,"Departamento en venta en Sánchez De Bustamante 1200, Recoleta, Capital Federal",92900.0,45.0,42.0,2.0,1.0
Recoleta,"Departamento en venta en Doctor Tomás Manuel De Anchorena 1100, Recoleta, Capital Federal",99000.0,45.09,38.68,2.0,1.0
Recoleta,"Departamento en venta en Junín 1300, Recoleta, Capital Federal",144500.0,69.0,61.0,3.0,1.0
Recoleta,"Departamento monoambiente en venta en Marcelo Torcuato De Alvear 1600, Recoleta, Capital Federal",33000.0,21.21,17.97,1.0,1.0
Recoleta,"Departamento en venta en Peña 3000, Recoleta, Capital Federal",99000.0,35.0,35.0,2.0,1.0
Recoleta,"Departamento en venta en Billinghurst 1200, Recoleta, Capital Federal",85000.0,45.21,41.57,2.0,1.0
Recoleta,"Departamento monoambiente en venta en Av Cordoba 3400, Recoleta, Capital Federal",50000.0,22.0,22.0,1.0,1.0
Recoleta,"Cochera en venta en Ayacucho 1400, Recoleta, Capital Federal",18000.0,11.0,11.0,,
Recoleta,"Departamento piso en venta en Vicente López 1800, Recoleta, Capital Federal",425000.0,283.7,276.2,5.0,2.0
Villa Devoto,"Departamento en venta en Avenida Francisco Beiró 3400, Villa Devoto, Capital Federal",83000.0,40.81,40.81,2.0,1.0
Villa Devoto,"Terrenos y lotes en venta en Nogoyá 4200, Villa Devoto, Capital Federal",408000.0,,,,
Villa Devoto,"Terrenos y lotes en venta en Mercedes 2800, Villa Devoto, Capital Federal",360000.0,,,,
Villa Devoto,"Departamento en venta en Avenida Francisco Beiró 4500, Villa Devoto, Capital Federal",42000.0,18.0,18.0,1.0,1.0
Villa Devoto,"PH en venta en José Pedro Varela 4100, Villa Devoto, Capital Federal",179900.0,110.0,85.0,4.0,2.0
Villa Devoto,"PH en venta en José Pedro Varela 4100, Villa Devoto, Capital Federal",219900.0,110.0,85.0,4.0,2.0
Villa Devoto,"PH en venta en Hawai 3000, Villa Devoto, Capital Federal",169900.0,129.0,98.0,4.0,2.0
Villa Devoto,"PH en venta en Hawai 3000, Villa Devoto, Capital Federal",199900.0,164.0,120.0,4.0,2.0
Villa Devoto,"PH en venta en Bazurco 3500, Villa Devoto, Capital Federal",224900.0,159.49,91.69,4.0,1.0
Villa Devoto,"PH en venta en Pedro Lozano 4000, Villa Devoto, Capital Federal",85000.0,63.7,56.25,3.0,1.0
Villa Devoto,"PH en venta en Manuel Solá 4500, Villa Devoto, Capital Federal",130000.0,106.0,88.0,3.0,1.0
Villa Devoto,"Departamento en venta en Tinogasta 5200, Villa Devoto, Capital Federal",77900.0,59.0,59.0,3.0,1.0
Villa Devoto,"Cochera en venta en Avenida San Martín 6000, Villa Devoto, Capital Federal",14000.0,10.8,10.8,,
Villa Devoto,"PH en venta en San Nicolás 4800, Villa Devoto, Capital Federal",150000.0,94.5,67.36,3.0,1.0
Villa Devoto,"Departamento en venta en Avenida Francisco Beiró 4600, Villa Devoto, Capital Federal",65000.0,36.56,35.36,2.0,1.0
Villa Devoto,"Casa en venta en Concordia 4000, Villa Devoto, Capital Federal",269000.0,184.0,124.0,3.0,3.0
Villa Devoto,"Departamento piso en venta en Sanabria 2300, Villa Devoto, Capital Federal",190000.0,106.23,69.95,3.0,2.0
Villa Devoto,"Departamento piso en venta en Sanabria 2300, Villa Devoto, Capital Federal",190000.0,106.23,69.95,3.0,2.0
Villa Devoto,"Departamento piso en venta en Sanabria 2300, Villa Devoto, Capital Federal",190000.0,106.23,69.95,3.0,2.0
Villa Devoto,"Departamento loft en venta en Sanabria 3100, Villa Devoto, Capital Federal",149000.0,85.0,85.0,2.0,1.0
Villa Devoto,"PH en venta en Diego De Rojas 2300, Villa Devoto, Capital Federal",62999.0,43.0,39.0,2.0,1.0
Villa Devoto,"Departamento en venta en Sanabria 3200, Villa Devoto, Capital Federal",129900.0,63.0,63.0,4.0,1.0
Villa Devoto,"PH en venta en Rodrigo De Ibarrola 3200, Villa Devoto, Capital Federal",95000.0,132.11,72.58,3.0,1.0
Villa Devoto,"Casa en venta en Desaguadero 4400, Villa Devoto, Capital Federal",269000.0,327.99,195.92,6.0,2.0
Villa Devoto,"Terrenos y lotes en venta en Desaguadero 4400, Villa Devoto, Capital Federal",269000.0,327.99,195.92,6.0,2.0
Villa Devoto,"Departamento en venta en Franco 3300, Villa Devoto, Capital Federal",135000.0,120.0,60.0,4.0,1.0
Villa Devoto,"Casa duplex en venta en Llavallol 5100, Villa Devoto, Capital Federal",163000.0,127.0,101.0,5.0,1.0
Villa Devoto,"Departamento monoambiente en venta en Sanabria 2700, Villa Devoto, Capital Federal",69000.0,52.04,34.58,1.0,1.0
Villa Devoto,"PH en venta en Av Lincoln 4600, Villa Devoto, Capital Federal",198000.0,186.97,110.57,3.0,2.0
Villa Devoto,"Departamento en venta en Avenida General Mosconi 3600, Villa Devoto, Capital Federal",144900.0,79.61,68.6,3.0,1.0
Villa Devoto,"Departamento en venta en Avenida General Mosconi 3900, Villa Devoto, Capital Federal",175000.0,103.06,91.39,4.0,2.0
Villa Devoto,"Departamento en venta en Pedro Calderon De La Barca 3000, Villa Devoto, Capital Federal",59600.0,26.0,26.0,1.0,1.0
Villa Devoto,"Departamento en venta en Benito Juárez 3100, Villa Devoto, Capital Federal",104900.0,64.0,43.0,2.0,1.0
Villa Devoto,"Departamento en venta en Gabriela Mistral 3300, Villa Devoto, Capital Federal",97000.0,43.5,33.5,2.0,1.0
Villa Devoto,"Departamento en venta en Gabriela Mistral 3300, Villa Devoto, Capital Federal",98000.0,43.5,33.5,2.0,1.0
Villa Devoto,"Casa en venta en Tinogasta 4200, Villa Devoto, Capital Federal",299000.0,180.0,180.0,5.0,2.0
Villa Devoto,"Casa en venta en Pedro Morán 3400, Villa Devoto, Capital Federal",1200000.0,586.42,445.0,5.0,5.0
Villa Devoto,"Casa en venta en Avenida Chivilcoy 4800, Villa Devoto, Capital Federal",310000.0,230.0,140.0,5.0,2.0
Villa Devoto,"PH en venta en Ukrania 3000, Villa Devoto, Capital Federal",119000.0,92.02,62.34,2.0,1.0
Villa Devoto,"PH en venta en Avenida Lope De Vega 3100, Villa Devoto, Capital Federal",104000.0,129.0,120.0,3.0,1.0
Villa Devoto,"Departamento en venta en Avenida Salvador María Del Carril 4700, Villa Devoto, Capital Federal",57900.0,30.78,30.78,1.0,1.0
Villa Devoto,"PH en venta en Naciones Unidas 2800, Villa Devoto, Capital Federal",90000.0,54.0,46.0,2.0,1.0
Villa Devoto,"Local en venta en Vallejos 4300, Villa Devoto, Capital Federal",430000.0,319.0,219.0,5.0,2.0
Villa Devoto,"Departamento en venta en Simbrón 4600, Villa Devoto, Capital Federal",120000.0,60.0,52.0,2.0,1.0
Villa Devoto,"Casa en venta en Bahía Blanca 3600, Villa Devoto, Capital Federal",490000.0,350.0,254.0,5.0,2.0
Villa Devoto,"Departamento duplex en venta en Avenida San Martín 6300, Villa Devoto, Capital Federal",125000.0,93.6,68.9,3.0,1.0
Villa Devoto,"Departamento en venta en Llavallol 4100, Villa Devoto, Capital Federal",136800.0,82.0,70.0,3.0,2.0
Villa Devoto,"Departamento en venta en Mosconi 3400, Villa Devoto, Capital Federal",94500.0,43.28,39.52,2.0,1.0
Villa Devoto,"Casa en venta en Llavallol 3900, Villa Devoto, Capital Federal",349900.0,250.0,160.0,5.0,3.0
Villa Devoto,"Departamento triplex en venta en Emilio Lamarca 3700, Villa Devoto, Capital Federal",670000.0,381.0,263.0,5.0,5.0
Villa Devoto,"Departamento en venta en Carlos Antonio López 3300, Villa Devoto, Capital Federal",134000.0,82.65,61.0,3.0,1.0
Villa Devoto,"Local en venta en Gualeguaychu 3800, Villa Devoto, Capital Federal",140000.0,15.0,9.0,,
Villa Devoto,"PH en venta en Gutenberg 3400, Villa Devoto, Capital Federal",160000.0,144.0,104.0,4.0,2.0
Villa Devoto,"Casa duplex en venta en Gutenberg 3600, Villa Devoto, Capital Federal",299000.0,265.0,184.0,4.0,3.0
Villa Devoto,"Departamento en venta en José Pedro Varela 3800, Villa Devoto, Capital Federal",72800.0,53.72,41.52,2.0,1.0
Villa Devoto,"Departamento en venta en Campana 4300, Villa Devoto, Capital Federal",65000.0,41.54,40.14,2.0,1.0
Villa Devoto,"Departamento en venta en San Nicolás 4200, Villa Devoto, Capital Federal",115000.0,69.0,65.0,4.0,1.0
Villa Devoto,"Departamento en venta en Mariscal Francisco Solano López 3300, Villa Devoto, Capital Federal",149000.0,75.0,65.0,4.0,1.0
Villa Devoto,"Departamento en venta en Chivilcoy 2300, Villa Devoto, Capital Federal",130905.0,79.0,70.0,3.0,1.0
Villa Devoto,"Departamento en venta en Avenida Francisco Beiró 3400, Villa Devoto, Capital Federal",91000.0,44.6,38.6,2.0,1.0
Villa Devoto,"Cochera en venta en Avenida San Martín 6000, Villa Devoto, Capital Federal",14000.0,10.8,10.8,,
Villa Devoto,"Oficina en venta en Av. Francisco Beiró 4200, Villa Devoto, Capital Federal",166400.0,161.0,94.0,5.0,1.0
Villa Devoto,"Casa en venta en Lascano 4400, Villa Devoto, Capital Federal",675000.0,590.0,460.0,6.0,4.0
Villa Devoto,"Departamento en venta en Avenida Francisco Beiró 4600, Villa Devoto, Capital Federal",80000.0,49.5,49.5,3.0,1.0
Villa Devoto,"Departamento piso en venta en Gualeguaychú 3200, Villa Devoto, Capital Federal",399000.0,152.88,95.0,4.0,2.0
Villa Devoto,"Departamento en venta en Nueva York 4300, Villa Devoto, Capital Federal",89000.0,51.23,47.5,3.0,1.0
Villa Devoto,"PH en venta en Joaquín V. González 2900, Villa Devoto, Capital Federal",262000.0,143.77,141.77,5.0,2.0
Villa Devoto,"Departamento duplex en venta en Sanabria 3100, Villa Devoto, Capital Federal",128000.0,82.83,78.37,3.0,1.0
Villa Devoto,"Departamento en venta en Pareja 3300, Villa Devoto, Capital Federal",123000.0,52.78,42.6,2.0,1.0
Villa Devoto,"Departamento monoambiente en venta en Gualeguaychú 3200, Villa Devoto, Capital Federal",129900.0,77.1,28.5,1.0,1.0
Villa Devoto,"Departamento monoambiente en venta en Miranda 4700, Villa Devoto, Capital Federal",55000.0,33.0,30.0,1.0,1.0
Villa Devoto,"Casa en venta en Pasaje Pedro De Valdivia 2500, Villa Devoto, Capital Federal",219900.0,193.0,140.0,4.0,1.0
Villa Devoto,"Terrenos y lotes en venta en Joaquín V. González 2700, Villa Devoto, Capital Federal",500000.0,,,,
Villa Devoto,"PH en venta en Mercedes 3100, Villa Devoto, Capital Federal",98000.0,83.0,42.0,2.0,1.0
Villa Devoto,"Departamento en venta en Concordia 4000, Villa Devoto, Capital Federal",89990.0,40.5,40.5,2.0,1.0
Villa Devoto,"Casa en venta en Simbron 4000, Villa Devoto, Capital Federal",198000.0,191.0,186.0,5.0,1.0
Villa Devoto,"Departamento en venta en Avenida Chivilcoy 3200, Villa Devoto, Capital Federal",215000.0,109.46,92.19,4.0,2.0
Villa Devoto,"Departamento en venta en Avenida Segurola 3800, Villa Devoto, Capital Federal",280000.0,119.0,104.0,4.0,3.0
Villa Devoto,"Departamento en venta en Chivilcoy 2300, Villa Devoto, Capital Federal",146525.0,79.0,70.0,4.0,2.0
Villa Devoto,"Casa en venta en Pareja 4700, Villa Devoto, Capital Federal",175000.0,105.0,105.0,4.0,1.0
Villa Devoto,"Local en venta en Chivilcoy 2300, Villa Devoto, Capital Federal",494505.0,125.0,125.0,4.0,3.0
Villa Devoto,"Departamento semipiso en venta en Llavallol 5400, Villa Devoto, Capital Federal",185000.0,135.0,58.0,3.0,1.0
Villa Devoto,"Casa en venta en Nazarre 5000, Villa Devoto, Capital Federal",99900.0,128.34,51.4,2.0,1.0
Villa Devoto,"PH en venta en Habana 3500, Villa Devoto, Capital Federal",190000.0,140.0,120.0,4.0,2.0
Villa Devoto,"PH en venta en Pedro Calderón De La Barca 2700, Villa Devoto, Capital Federal",65000.0,54.0,45.0,2.0,1.0
Villa Devoto,"PH en venta en Pedro Lozano 4500, Villa Devoto, Capital Federal",75000.0,51.0,48.0,2.0,1.0
Villa Devoto,"Departamento en venta en Avenida Francisco Beiró 5100, Villa Devoto, Capital Federal",89000.0,62.0,55.0,2.0,1.0
Villa Devoto,"Casa triplex en venta en Navarro 2900, Villa Devoto, Capital Federal",298000.0,234.1,146.0,4.0,2.0
Villa Devoto,"Departamento en venta en Nogoya 4000, Villa Devoto, Capital Federal",82000.0,43.63,40.77,2.0,1.0
Villa Devoto,"Departamento en venta en Avenida Francisco Beiró 4600, Villa Devoto, Capital Federal",352500.0,127.0,124.0,3.0,1.0
Villa Devoto,"Casa en venta en Nueva York 2900, Villa Devoto, Capital Federal",250000.0,150.0,143.0,4.0,1.0
Villa Devoto,"Departamento en venta en Quevedo 3200, Villa Devoto, Capital Federal",206000.0,102.5,70.5,3.0,2.0
Villa Devoto,"Departamento en venta en Simbron 4600, Villa Devoto, Capital Federal",135000.0,60.0,60.0,2.0,1.0
Villa Devoto,"Departamento monoambiente en venta en Pedro Calderón De La Barca 3000, Villa Devoto, Capital Federal",83400.0,34.0,34.0,1.0,1.0
Villa Devoto,"Departamento monoambiente en venta en Avenida General Mosconi 3400, Villa Devoto, Capital Federal",74900.0,38.38,32.42,1.0,1.0
Villa Devoto,"PH en venta en Doctor Alejandro Posadas 2700, Villa Devoto, Capital Federal",143000.0,113.0,107.0,5.0,1.0
Villa Devoto,"Departamento en venta en José Pedro Varela 4400, Villa Devoto, Capital Federal",95000.0,67.0,57.0,3.0,1.0
Villa Devoto,"PH en venta en Argerich 3600, Villa Devoto, Capital Federal",179000.0,171.02,103.09,4.0,2.0
Villa Devoto,"PH en venta en Nazarre 4300, Villa Devoto, Capital Federal",47990.0,27.0,27.0,1.0,1.0
Villa Devoto,"Departamento en venta en Chivilcoy 2300, Villa Devoto, Capital Federal",95389.0,53.0,44.0,2.0,1.0
Villa Devoto,"Departamento en venta en Carlos Antonio López 3400, Villa Devoto, Capital Federal",120000.0,73.0,46.0,2.0,1.0
Villa Devoto,"Departamento en venta en Mariscal Francisco Solano López 3300, Villa Devoto, Capital Federal",155000.0,75.0,66.0,4.0,1.0
Villa Devoto,"Departamento en venta en Chivilcoy 2300, Villa Devoto, Capital Federal",254464.0,137.0,110.0,4.0,2.0
Villa Devoto,"Departamento en venta en Llavallol 4400, Villa Devoto, Capital Federal",67000.0,39.0,39.0,2.0,1.0
Villa Devoto,"Casa en venta en Joaquín V. González 4000, Villa Devoto, Capital Federal",950000.0,516.0,366.0,6.0,2.0
Villa Devoto,"Departamento en venta en Sanabria 2668 2600, Villa Devoto, Capital Federal",119000.0,73.0,63.0,3.0,1.0
Villa Devoto,"Consultorio en venta en Avenida Segurola 3200, Villa Devoto, Capital Federal",170000.0,200.0,180.0,8.0,3.0
